account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A5153,156270,91625,224,Tier 1,Medium,Average,4,Legal,No Response,Field,0
A5154,187561,94933,296,Tier 2,Medium,Good,3,Legal,No Response,Call,0
A5155,44387,35368,265,Tier 3,Low,Poor,6,Field,Paid,Legal,0
A5156,99463,93830,195,Tier 1,High,Poor,4,Legal,No Response,Call,0
A5157,163663,136712,70,Tier 2,High,Good,4,Call,Refused,Call,0
A5158,121683,120590,271,Tier 1,Medium,Poor,7,Field,No Response,Legal,0
A5159,92061,48931,285,Tier 1,High,Poor,5,Call,No Response,Call,0
A5160,111257,105861,120,Tier 2,Low,Average,3,Legal,No Response,Field,0
A5161,91753,83223,150,Tier 2,Low,Good,3,Field,No Response,Call,0
A5162,114774,75420,242,Tier 3,Medium,Poor,4,Legal,Refused,Call,0
A5163,172159,169880,32,Tier 2,Low,Good,7,Legal,Paid,Field,39304
A5164,191888,123569,88,Tier 1,High,Average,3,Call,Refused,Call,57888
A5165,53408,50451,40,Tier 2,Medium,Average,1,Call,Refused,Field,0
A5166,154116,144926,13,Tier 3,Medium,Poor,7,Legal,Paid,Legal,0
A5167,161208,141674,127,Tier 2,Low,Poor,3,Call,Paid,Legal,0
A5168,47413,37064,75,Tier 3,Medium,Poor,4,Call,No Response,Legal,0
A5169,143650,80444,296,Tier 1,Low,Good,1,Call,No Response,Call,0
A5170,89500,68555,185,Tier 3,Low,Average,7,Call,Refused,Field,0
A5171,114514,77686,132,Tier 1,Medium,Average,1,Call,Promised,Field,0
A5172,86358,77386,240,Tier 2,Low,Good,5,Legal,No Response,Legal,0
A5173,96197,84563,52,Tier 2,High,Poor,4,Call,No Response,Call,0
A5174,193926,185258,13,Tier 1,Medium,Good,3,Call,No Response,Field,0
A5175,106240,53907,199,Tier 3,Medium,Average,6,Field,No Response,Call,0
A5176,46322,41900,259,Tier 1,High,Average,1,Call,No Response,Call,0
A5177,143053,138651,153,Tier 1,Medium,Poor,4,Field,Paid,Call,106989
A5178,36968,33073,167,Tier 3,Medium,Average,5,Field,Refused,Field,0
A5179,57518,32503,74,Tier 1,Medium,Average,2,Call,Promised,Call,19107
A5180,81925,44291,279,Tier 1,Medium,Average,2,Call,Promised,Call,0
A5181,141900,72428,84,Tier 2,Medium,Average,3,Legal,No Response,Call,0
A5182,123422,100511,38,Tier 3,High,Good,2,Call,No Response,Call,53077
A5183,31700,25830,247,Tier 3,High,Good,1,None,No Response,Call,15573
A5184,123782,122972,162,Tier 3,Medium,Poor,6,Legal,No Response,Legal,0
A5185,53199,37187,103,Tier 3,Medium,Good,1,Legal,No Response,Field,11593
A5186,193187,128653,246,Tier 3,High,Good,4,Call,No Response,Call,83311
A5187,35520,28849,124,Tier 2,Medium,Poor,3,Call,Paid,Call,0
A5188,139814,127622,228,Tier 1,High,Good,6,Call,Refused,Legal,0
A5189,197527,191282,255,Tier 3,Medium,Average,4,Call,No Response,Legal,0
A5190,153364,138267,41,Tier 1,High,Average,6,None,Promised,Field,0
A5191,44955,32068,29,Tier 1,High,Average,4,Call,No Response,Call,0
A5192,174989,143046,62,Tier 3,High,Average,7,Call,Refused,Field,0
A5193,94925,88104,215,Tier 3,Medium,Good,3,Legal,Promised,Field,0
A5194,137216,102267,228,Tier 2,Medium,Average,6,Call,Promised,Field,0
A5195,100269,60997,204,Tier 1,Medium,Good,6,Call,No Response,Field,0
A5196,192026,112308,204,Tier 2,Low,Poor,4,None,Promised,Call,0
A5197,71458,35734,91,Tier 1,Medium,Average,6,Call,Refused,Legal,0
A5198,119037,102266,10,Tier 1,High,Poor,2,Field,No Response,Legal,0
A5199,182185,101212,176,Tier 2,Medium,Good,5,Call,Paid,Call,0
A5200,129977,80835,192,Tier 1,Low,Average,4,Field,Refused,Legal,0
A5201,73939,47981,282,Tier 1,Medium,Poor,6,Call,No Response,Field,0
A5202,59345,46300,166,Tier 3,Low,Poor,1,Field,Refused,Legal,0
A5203,140107,97931,210,Tier 2,Medium,Poor,7,Call,No Response,Legal,0
A5204,151866,127163,201,Tier 1,High,Good,1,Call,No Response,Call,0
A5205,99166,52341,85,Tier 2,Medium,Average,7,Field,No Response,Call,0
A5206,127406,71598,149,Tier 1,Low,Good,2,Call,No Response,Call,26163
A5207,79298,59442,205,Tier 3,Medium,Poor,4,Legal,Promised,Call,0
A5208,74942,50097,70,Tier 1,Low,Good,7,Legal,Refused,Call,0
A5209,33453,21674,92,Tier 3,Low,Poor,4,Field,Promised,Call,7997
A5210,132811,70856,14,Tier 3,Medium,Average,3,Call,No Response,Call,39570
A5211,84935,80506,228,Tier 2,Medium,Poor,4,None,Paid,Call,0
A5212,152439,128949,263,Tier 1,Low,Good,4,Field,Refused,Call,27422
A5213,38328,21494,97,Tier 3,Medium,Average,1,Call,No Response,Call,0
A5214,45534,24247,218,Tier 1,Low,Good,3,Legal,Refused,Call,0
A5215,115280,113831,189,Tier 1,High,Average,4,Field,No Response,Legal,0
A5216,66320,55747,217,Tier 1,Low,Poor,6,Call,Refused,Legal,0
A5217,79170,56109,282,Tier 2,Medium,Average,2,Call,No Response,Call,13040
A5218,130546,111077,74,Tier 1,Low,Average,7,None,No Response,Field,0
A5219,110201,96774,30,Tier 3,Medium,Average,4,Call,No Response,Legal,20275
A5220,38640,34388,186,Tier 1,Medium,Average,3,Field,Paid,Field,0
A5221,191121,141226,31,Tier 3,Medium,Poor,2,Call,Promised,Field,93219
A5222,166690,119173,45,Tier 1,Medium,Average,2,Field,Refused,Legal,0
A5223,162992,82394,259,Tier 1,Low,Good,2,Call,No Response,Call,0
A5224,73937,71221,158,Tier 1,Low,Average,1,Call,Refused,Call,0
A5225,173279,138909,82,Tier 3,High,Average,1,Legal,Promised,Field,0
A5226,194044,116732,100,Tier 1,Medium,Poor,2,Legal,No Response,Field,0
A5227,171871,164962,185,Tier 2,Medium,Average,6,Field,Paid,Call,0
A5228,189988,181907,135,Tier 1,Low,Average,1,Call,No Response,Legal,0
A5229,100463,99919,213,Tier 3,Low,Poor,2,Call,Refused,Legal,0
A5230,123500,115722,255,Tier 1,Medium,Good,2,Call,No Response,Call,25012
A5231,67158,67083,108,Tier 1,High,Good,5,Field,Paid,Field,0
A5232,114607,71324,280,Tier 2,Medium,Poor,1,Legal,Promised,Legal,18361
A5233,149639,137836,53,Tier 1,Low,Average,5,Field,No Response,Call,77734
A5234,101696,92697,231,Tier 2,Medium,Good,6,Legal,Refused,Call,0
A5235,91510,56321,106,Tier 1,High,Average,6,Call,Promised,Legal,0
A5236,150076,82424,45,Tier 2,Medium,Average,2,Field,No Response,Call,0
A5237,88692,87779,177,Tier 2,High,Average,2,Call,Promised,Call,42568
A5238,160841,104226,39,Tier 1,Medium,Average,5,Call,Paid,Call,0
A5239,45810,42852,291,Tier 2,Low,Average,3,Call,No Response,Legal,0
A5240,166198,83441,94,Tier 1,Low,Poor,2,Field,No Response,Call,0
A5241,191081,97549,130,Tier 2,Low,Good,6,Call,Promised,Call,40934
A5242,141718,103870,296,Tier 2,Medium,Average,6,Call,No Response,Field,0
A5243,120932,74900,257,Tier 3,Medium,Average,1,Call,Promised,Call,0
A5244,30192,25509,193,Tier 1,Medium,Average,4,Call,No Response,Call,0
A5245,66413,51986,262,Tier 2,Low,Poor,7,Field,No Response,Call,0
A5246,173888,93680,282,Tier 1,High,Poor,6,Field,Refused,Field,0
A5247,69082,40158,218,Tier 2,Low,Good,4,Field,No Response,Call,16600
A5248,95048,65965,33,Tier 2,Low,Average,4,Field,Promised,Call,47212
A5249,153130,90775,131,Tier 1,Low,Poor,5,Call,Refused,Legal,0
A5250,80940,72531,234,Tier 2,Low,Poor,2,Legal,Refused,Call,0
A5251,193202,136793,132,Tier 2,High,Average,6,None,Paid,Legal,33749
A5252,70142,38347,182,Tier 2,Low,Average,6,Call,Paid,Field,0
A5253,66468,49330,152,Tier 1,Low,Average,3,Call,Paid,Legal,0
A5254,191770,104595,178,Tier 1,Medium,Good,1,Call,Refused,Call,0
A5255,171727,96934,66,Tier 1,Medium,Average,4,Field,Promised,Call,0
A5256,191147,118473,51,Tier 1,Low,Poor,7,Field,No Response,Field,0
A5257,170431,158460,128,Tier 1,Low,Average,4,None,No Response,Call,0
A5258,159048,153052,130,Tier 2,Low,Average,1,Field,No Response,Field,0
A5259,72056,65796,260,Tier 2,High,Poor,4,Call,Refused,Call,0
A5260,81831,54584,191,Tier 1,Medium,Good,5,Field,No Response,Call,0
A5261,89191,56745,174,Tier 3,High,Good,2,None,No Response,Legal,0
A5262,151948,117695,273,Tier 3,Low,Good,2,Field,Promised,Field,0
A5263,194344,167315,219,Tier 1,Medium,Average,3,Call,No Response,Field,0
A5264,138117,137659,20,Tier 1,Medium,Poor,5,Call,No Response,Call,0
A5265,44671,25274,191,Tier 2,Low,Average,3,Call,Promised,Field,0
A5266,57048,29930,260,Tier 1,Medium,Good,4,Legal,No Response,Call,0
A5267,55963,47410,147,Tier 3,Medium,Good,6,Field,No Response,Legal,0
A5268,73954,67750,227,Tier 1,Medium,Poor,7,Legal,No Response,Call,0
A5269,125430,115793,248,Tier 1,Medium,Average,2,Call,No Response,Legal,0
A5270,30717,25778,96,Tier 1,Medium,Poor,7,None,Promised,Legal,0
A5271,41676,40717,101,Tier 1,High,Poor,3,Call,No Response,Call,0
A5272,165506,125040,217,Tier 1,High,Average,7,Call,No Response,Call,0
A5273,148696,142288,213,Tier 1,Medium,Average,3,Call,No Response,Legal,107524
A5274,160830,158241,195,Tier 1,Medium,Average,5,Call,Promised,Field,0
A5275,34994,32319,94,Tier 2,Medium,Poor,7,None,Promised,Call,0
A5276,34234,22419,161,Tier 1,Low,Average,6,Call,Promised,Legal,0
A5277,99300,59392,165,Tier 3,Low,Good,4,Call,Refused,Legal,0
A5278,73949,57240,30,Tier 1,Medium,Average,1,None,Refused,Call,0
A5279,67405,48970,170,Tier 1,Medium,Poor,5,Field,Refused,Legal,0
A5280,64872,60906,165,Tier 1,High,Average,5,Call,Refused,Field,0
A5281,72215,39719,152,Tier 2,High,Average,4,Call,No Response,Call,0
A5282,53185,33446,266,Tier 2,High,Poor,1,Legal,No Response,Call,0
A5283,71153,62322,116,Tier 1,High,Average,5,Call,Promised,Legal,0
A5284,107535,58874,293,Tier 1,Medium,Average,3,Call,No Response,Call,0
A5285,163653,108073,59,Tier 3,Medium,Average,3,Call,No Response,Call,0
A5286,81717,56677,44,Tier 3,Medium,Poor,3,Field,Promised,Field,0
A5287,32763,26580,233,Tier 1,Medium,Poor,6,Field,Paid,Call,0
A5288,122910,71173,165,Tier 2,Medium,Good,6,Legal,No Response,Field,0
A5289,85480,79522,200,Tier 2,Medium,Good,7,Legal,No Response,Call,0
A5290,199831,144631,193,Tier 1,High,Good,3,Legal,Paid,Call,0
A5291,148094,141949,246,Tier 3,Low,Poor,1,Field,Refused,Field,0
A5292,186379,136790,67,Tier 2,Low,Average,7,Legal,No Response,Field,46706
A5293,41064,26179,48,Tier 2,Medium,Poor,6,Field,Paid,Field,0
A5294,106848,61001,250,Tier 3,High,Good,4,Legal,Promised,Field,0
A5295,67548,33900,34,Tier 2,Low,Good,4,Field,No Response,Call,0
A5296,198017,151696,126,Tier 1,High,Average,1,Field,Paid,Call,0
A5297,36476,20192,249,Tier 1,High,Good,4,Field,No Response,Call,0
A5298,120101,83573,184,Tier 2,Low,Average,3,Call,No Response,Call,0
A5299,32382,25731,237,Tier 1,High,Poor,1,Legal,Refused,Legal,0
A5300,194474,124043,262,Tier 2,Low,Average,3,None,Refused,Field,0
A5301,188018,110481,120,Tier 1,Medium,Poor,4,Call,Refused,Call,0
A5302,109698,97341,250,Tier 1,Medium,Poor,7,Field,Paid,Call,0
A5303,183407,178527,233,Tier 3,High,Average,5,Call,No Response,Legal,0
A5304,75095,41318,61,Tier 3,Medium,Average,1,Legal,Promised,Legal,0
A5305,159974,92432,230,Tier 2,Medium,Poor,2,Field,No Response,Field,0
A5306,57197,56053,297,Tier 2,Medium,Average,7,Field,Refused,Field,0
A5307,157619,81787,161,Tier 3,Medium,Good,2,Call,Paid,Legal,40289
A5308,52010,51428,127,Tier 2,Medium,Average,6,Legal,Refused,Field,0
A5309,185195,93027,288,Tier 1,High,Good,3,Call,Refused,Field,0
A5310,117923,110474,144,Tier 2,Low,Poor,4,Field,Refused,Legal,0
A5311,163962,107175,218,Tier 2,Medium,Good,3,Field,Refused,Call,0
A5312,160526,155596,136,Tier 1,Low,Average,6,Field,No Response,Field,120463
A5313,139162,91634,16,Tier 1,High,Good,6,Call,Promised,Call,53449
A5314,150927,124839,231,Tier 2,Low,Average,2,Field,No Response,Call,0
A5315,38026,20534,86,Tier 1,Low,Good,7,Legal,No Response,Legal,7202
A5316,94925,58964,287,Tier 1,High,Poor,1,Call,Promised,Field,46547
A5317,98842,87657,236,Tier 1,Medium,Average,3,Call,No Response,Call,0
A5318,63665,48661,284,Tier 1,Medium,Poor,4,Call,Paid,Field,0
A5319,39277,37862,126,Tier 3,High,Good,2,None,No Response,Legal,26076
A5320,78008,55727,280,Tier 2,Medium,Average,1,Legal,Refused,Legal,0
A5321,44683,41774,166,Tier 3,Low,Average,3,Field,No Response,Field,16227
A5322,161742,117178,69,Tier 2,Low,Average,1,None,Refused,Field,65561
A5323,178961,177104,193,Tier 2,Medium,Average,5,Call,No Response,Field,0
A5324,108542,106362,153,Tier 2,Low,Poor,2,Field,Paid,Field,0
A5325,84319,56035,170,Tier 1,Medium,Average,7,Field,Paid,Legal,0
A5326,122067,115104,98,Tier 2,Medium,Average,3,None,Refused,Call,0
A5327,182711,168789,25,Tier 2,Medium,Poor,1,Call,Paid,Field,0
A5328,177705,107571,258,Tier 3,Low,Poor,7,Call,Refused,Call,0
A5329,195732,158962,107,Tier 3,Medium,Average,3,Call,Refused,Field,0
A5330,98975,53084,113,Tier 1,Low,Good,7,Call,Promised,Call,0
A5331,193244,177466,244,Tier 1,Medium,Poor,4,Field,Promised,Legal,0
A5332,131158,77025,283,Tier 2,Medium,Poor,4,Call,No Response,Field,0
A5333,41577,22260,270,Tier 1,Low,Good,3,Call,No Response,Legal,11880
A5334,107299,75121,248,Tier 1,High,Average,2,None,Paid,Legal,0
A5335,50176,39561,271,Tier 1,Medium,Good,6,None,Promised,Legal,22549
A5336,93972,87155,124,Tier 1,Low,Good,3,Call,No Response,Call,0
A5337,150018,148085,277,Tier 2,High,Poor,7,Legal,Refused,Call,0
A5338,49996,35984,21,Tier 2,Medium,Average,3,Legal,Promised,Call,0
A5339,130922,69417,82,Tier 3,Medium,Good,3,Call,No Response,Field,0
A5340,116598,101971,187,Tier 1,Low,Good,3,Call,Refused,Call,0
A5341,65931,51596,269,Tier 1,Medium,Good,2,Call,Paid,Legal,0
A5342,154168,111609,268,Tier 2,Medium,Poor,5,Call,No Response,Call,30519
A5343,196782,128820,279,Tier 1,Low,Average,5,Legal,Refused,Field,0
A5344,153099,115007,129,Tier 3,Medium,Good,1,Call,Promised,Legal,0
A5345,64693,43301,178,Tier 1,Medium,Poor,2,Field,Promised,Legal,0
A5346,196812,172900,77,Tier 3,Low,Poor,2,Field,No Response,Call,0
A5347,138944,107257,68,Tier 2,High,Average,7,Call,No Response,Call,0
A5348,47374,44456,139,Tier 3,Low,Good,2,Call,No Response,Field,0
A5349,111471,86030,275,Tier 2,Low,Average,4,Call,Paid,Field,0
A5350,75913,47000,84,Tier 3,High,Poor,2,Legal,No Response,Field,0
A5351,153683,142240,99,Tier 2,Low,Average,7,Legal,Promised,Call,83536
A5352,74516,58018,163,Tier 2,High,Average,7,Call,Refused,Call,0
A5353,117796,71080,227,Tier 2,Medium,Good,7,Call,No Response,Call,23348
A5354,56069,45514,37,Tier 3,Medium,Poor,4,Legal,No Response,Call,0
A5355,148333,100697,139,Tier 3,Medium,Poor,5,Call,Paid,Call,39431
A5356,114811,105879,75,Tier 1,Low,Poor,5,Field,Refused,Legal,0
A5357,148028,107564,153,Tier 1,Medium,Average,4,Field,Paid,Call,0
A5358,69178,59715,286,Tier 1,High,Average,7,Field,Paid,Field,0
A5359,62821,34411,112,Tier 1,Low,Poor,3,Call,Paid,Legal,0
A5360,46999,32805,46,Tier 3,Medium,Average,5,None,Refused,Call,17296
A5361,68712,68136,258,Tier 1,Medium,Good,3,Call,No Response,Call,0
A5362,63722,57619,165,Tier 2,Low,Good,7,Call,Refused,Call,0
A5363,40625,23561,141,Tier 2,Medium,Poor,1,Call,Paid,Call,0
A5364,36859,23548,56,Tier 3,Medium,Poor,4,None,No Response,Field,7719
A5365,140986,93742,204,Tier 2,Low,Average,6,Call,No Response,Call,68930
A5366,51839,42776,112,Tier 1,Medium,Good,7,Legal,No Response,Field,0
A5367,57216,50264,180,Tier 3,Medium,Average,1,Call,No Response,Call,22645
A5368,82953,72564,98,Tier 1,Low,Poor,4,Call,No Response,Legal,0
A5369,79522,60034,255,Tier 3,High,Good,1,Legal,Refused,Call,0
A5370,165958,150260,67,Tier 1,Low,Poor,1,Legal,No Response,Call,44970
A5371,141249,101492,114,Tier 1,Medium,Average,2,Legal,Refused,Call,0
A5372,37485,21064,189,Tier 3,Medium,Average,7,Call,Refused,Call,0
A5373,192527,150598,78,Tier 3,Medium,Average,7,Legal,Refused,Call,35614
A5374,177839,173597,162,Tier 1,Low,Average,7,Call,No Response,Call,116112
A5375,142701,127930,34,Tier 2,High,Good,6,Call,No Response,Legal,0
A5376,189525,149601,44,Tier 2,High,Average,5,Call,Paid,Call,0
A5377,132638,109214,24,Tier 1,Medium,Good,4,Call,Refused,Call,76120
A5378,42226,40759,115,Tier 2,Low,Poor,5,Field,Promised,Field,0
A5379,123405,88132,227,Tier 3,High,Poor,7,Field,Paid,Call,0
A5380,52588,35007,83,Tier 3,High,Average,2,None,No Response,Call,0
A5381,192781,190587,294,Tier 2,Medium,Good,5,Field,No Response,Legal,0
A5382,67019,62443,47,Tier 2,Medium,Poor,6,Call,No Response,Call,0
A5383,95133,62932,206,Tier 2,Low,Average,4,Legal,No Response,Field,0
A5384,144444,105717,289,Tier 1,Low,Poor,7,Call,No Response,Legal,0
A5385,147603,104434,284,Tier 2,Low,Average,2,Field,Refused,Call,0
A5386,188598,108358,183,Tier 3,Low,Poor,3,Call,Refused,Call,26873
A5387,158585,155240,53,Tier 1,High,Good,2,Call,Refused,Call,81590
A5388,73395,51534,163,Tier 1,Medium,Poor,6,Field,No Response,Call,30506
A5389,185103,173564,162,Tier 2,Low,Average,4,Field,Paid,Legal,0
A5390,155814,92659,151,Tier 1,Medium,Average,1,Call,No Response,Call,0
A5391,198773,153837,265,Tier 3,Low,Poor,5,Legal,Promised,Field,0
A5392,142599,73007,143,Tier 1,Medium,Poor,6,None,Refused,Legal,0
A5393,55939,49344,41,Tier 3,Medium,Poor,1,Call,No Response,Field,0
A5394,181396,143385,35,Tier 1,Low,Average,7,Legal,Refused,Field,0
A5395,183939,149504,264,Tier 1,Low,Average,3,Call,Promised,Legal,0
A5396,30203,15882,232,Tier 3,Medium,Good,1,Field,No Response,Field,11831
A5397,177616,107549,65,Tier 2,Medium,Good,5,Legal,No Response,Legal,0
A5398,176971,95062,134,Tier 1,Medium,Average,1,Call,Promised,Call,21765
A5399,59063,38063,239,Tier 1,High,Good,2,Call,Refused,Field,0
A5400,120880,98362,62,Tier 1,Medium,Good,4,Field,No Response,Call,0
A5401,33748,26427,110,Tier 1,Medium,Average,6,Legal,Promised,Legal,0
A5402,147269,118709,276,Tier 2,High,Good,7,Call,Promised,Field,48494
A5403,110764,85800,292,Tier 2,Low,Average,6,Call,Promised,Field,0
A5404,181956,115817,11,Tier 1,Low,Average,1,Legal,Promised,Call,0
A5405,186255,115897,31,Tier 1,High,Average,4,Call,Promised,Call,0
A5406,138036,78477,75,Tier 2,High,Average,4,Call,Promised,Call,0
A5407,180331,166722,221,Tier 1,Low,Average,6,Call,No Response,Call,0
A5408,197031,159248,245,Tier 2,High,Average,4,Call,Refused,Call,0
A5409,146525,86926,26,Tier 2,Low,Good,2,Field,Promised,Field,0
A5410,194529,114500,23,Tier 1,High,Average,4,Field,Promised,Field,0
A5411,115679,108335,16,Tier 1,Low,Average,6,Call,Paid,Field,0
A5412,155829,135784,231,Tier 1,Low,Good,1,Call,Promised,Field,0
A5413,158216,131271,113,Tier 2,Medium,Poor,6,Call,No Response,Legal,0
A5414,163175,114782,10,Tier 2,High,Poor,4,Field,No Response,Call,0
A5415,95901,60512,296,Tier 2,Medium,Average,2,Legal,Promised,Field,0
A5416,177175,175354,256,Tier 3,High,Good,6,Legal,Promised,Call,0
A5417,128046,115064,100,Tier 2,Medium,Average,4,Call,No Response,Field,31255
A5418,120012,78114,223,Tier 2,Medium,Good,1,Call,No Response,Field,35712
A5419,108278,100025,52,Tier 1,Low,Average,2,Call,No Response,Field,42340
A5420,42391,37281,83,Tier 1,Low,Good,3,Legal,Refused,Field,0
A5421,132476,85916,251,Tier 1,Medium,Average,3,Call,No Response,Call,47872
A5422,189973,135503,58,Tier 2,Medium,Average,1,Legal,Promised,Call,0
A5423,150721,89374,231,Tier 1,High,Poor,5,Call,Promised,Field,0
A5424,127537,70850,153,Tier 2,Low,Average,4,Call,No Response,Field,0
A5425,111159,95750,218,Tier 2,Medium,Good,6,None,Refused,Call,0
A5426,161040,102060,108,Tier 1,High,Good,5,Call,Refused,Call,0
A5427,199509,181559,197,Tier 2,Medium,Average,2,Call,Promised,Field,0
A5428,65503,65359,123,Tier 1,Medium,Average,4,Call,Promised,Legal,39547
A5429,105403,56739,184,Tier 2,Medium,Good,6,Call,Refused,Field,44183
A5430,194796,143470,280,Tier 2,High,Good,6,Field,Paid,Call,42713
A5431,94286,84954,72,Tier 2,Low,Good,6,None,Promised,Call,57728
A5432,104842,93778,293,Tier 1,Medium,Poor,5,Field,Promised,Field,0
A5433,134927,118735,234,Tier 1,Low,Poor,7,Call,No Response,Field,0
A5434,44908,30290,170,Tier 2,High,Average,1,Field,No Response,Call,0
A5435,67228,48869,45,Tier 1,Low,Poor,2,Call,Promised,Call,34581
A5436,53386,42574,150,Tier 3,Medium,Poor,4,Field,Refused,Field,22949
A5437,58302,57542,205,Tier 1,Medium,Good,3,Call,No Response,Call,0
A5438,90815,60280,160,Tier 3,Medium,Average,6,Call,Refused,Call,40548
A5439,93344,89756,278,Tier 3,Medium,Good,6,Field,Promised,Legal,0
A5440,196690,124834,49,Tier 1,Low,Average,4,Call,Refused,Legal,51155
A5441,141603,140829,247,Tier 1,Low,Average,6,Field,Promised,Field,0
A5442,91114,76092,231,Tier 3,High,Average,2,Legal,Paid,Call,0
A5443,55525,40630,290,Tier 1,Medium,Good,3,Call,Promised,Call,0
A5444,109818,88589,234,Tier 2,High,Poor,1,Call,No Response,Call,0
A5445,144589,91997,163,Tier 1,Medium,Poor,4,Field,Refused,Call,0
A5446,175406,111748,289,Tier 1,Low,Good,5,Legal,Paid,Call,0
A5447,124715,69438,48,Tier 1,Low,Average,5,Call,Refused,Call,15331
A5448,36644,20411,226,Tier 1,Low,Poor,7,Call,No Response,Field,0
A5449,131154,88376,253,Tier 2,Medium,Good,7,Field,Paid,Field,0
A5450,194005,171001,118,Tier 3,Medium,Good,1,Call,Paid,Call,0
A5451,73469,59068,70,Tier 1,Medium,Poor,7,Field,Paid,Call,0
A5452,194759,107369,207,Tier 2,High,Average,2,Call,No Response,Field,0
A5453,136609,126516,285,Tier 2,Medium,Poor,1,Call,No Response,Call,0
A5454,178447,142879,181,Tier 1,High,Average,2,Field,Promised,Call,41494
A5455,95206,93342,281,Tier 2,Low,Average,3,Call,Paid,Call,0
A5456,126462,105607,280,Tier 2,High,Average,2,Call,Promised,Field,0
A5457,197679,116153,51,Tier 1,High,Good,3,Call,No Response,Field,34898
A5458,113178,83399,198,Tier 3,Medium,Average,4,Call,Paid,Field,60482
A5459,185065,152539,269,Tier 2,Medium,Average,4,Call,Refused,Call,0
A5460,116724,60011,161,Tier 1,High,Average,1,Call,Paid,Field,0
A5461,126393,64138,140,Tier 2,Medium,Poor,1,Call,No Response,Call,0
A5462,157314,88835,123,Tier 1,Low,Poor,4,None,Promised,Call,0
A5463,106312,66533,231,Tier 2,High,Good,5,Field,Paid,Field,0
A5464,105324,75282,63,Tier 2,Medium,Poor,3,None,Promised,Field,0
A5465,101196,75261,51,Tier 1,Medium,Poor,6,Call,No Response,Call,0
A5466,100014,56909,102,Tier 3,Low,Poor,7,Field,Paid,Call,0
A5467,169282,141637,269,Tier 2,Low,Good,4,Call,No Response,Call,0
A5468,171994,137263,290,Tier 2,Medium,Good,6,Call,No Response,Field,0
A5469,197361,127738,201,Tier 1,Medium,Average,7,Call,No Response,Field,0
A5470,63340,32102,134,Tier 2,High,Average,6,Field,Refused,Call,0
A5471,69850,37636,44,Tier 2,Medium,Poor,5,Call,Promised,Field,0
A5472,143711,100000,56,Tier 3,High,Good,6,Call,Refused,Field,0
A5473,41094,23710,162,Tier 2,Low,Good,2,Call,No Response,Call,0
